Innenstadt;Freizeit;Oststadtpark;75175;Pforzheim;Lindenstraße;Lindenstraße 89, 75175 Pforzheim;89;;;Der Oststadtpark ist eine kleine Grünfläche inmitten der Oststadt von Pforzheim. Der Park ist perfekt für Spaziergänge in der Mittagspause geeignet. Er beherbergt einen kleinen Spielplatz sowie einen Bolzplatz. Außerdem befindet sich im Park ein kleiner Friedhof.;The Oststadtpark is a small green area in the middle of the eastern city of Pforzheim. The park is perfect for lunchtime walks. It houses a small playground and a football field. There is also a small graveyard in the park.;الحديقة هي منطقة خضراء صغيرة في وسط مدينة بفورتسهايم الشرقية. الحديقة مثالية للمشي خلال استراحة الغداء. ويضم ملعبًا صغيرًا وملعبًا لكرة القدم. هناك أيضا مقبرة صغيرة في الحديقة;;oststadtpark.png
Umgebung;Freizeit;Wildgehege Büchenbronn;75180;Pforzheim;Hermannseeweg;Hermannseeweg, 75180 Pforzheim;;Bootsverleih: 7€ pro Stunde;Montag - Sonntag: 11:00 - 21:00 Uhr;Nahe des Hermannsees liegt das Wildgehege Pforzheim Büchenbronn. Der Wildpark bietet Tiere aus dem Schwarzwald und aus der Umgebung. Die Tiere dürfen gefüttert werden. Das Wildgehege ist somit ein Spaß für die ganze Familie.;The Wildgehege Pforzheim Büchenbronn is located near Lake Hermannsee. The Wildpark offers animals from the Black Forest and the surrounding area. The animals may be fed. The park is therefore fun for the whole family.;;;
Innenstadt;Freizeit;Gasometer Pforzheim;75175;Pforzheim;Hohwiesenweg;Hohwiesenweg 6, 75175 Pforzheim;6;11€;Montag - Sonntag: 10:00 - 18:00 Uhr;"Der Gasometer Pforzheim ist eine einzigartige Ausstellungslokation mit dem weltgrößten 360° Panorama ""Great Barrier Reef"". Das Panorama ist in einem ehemaligen Gastank der Stadt Pforzheim aufgebaut. Der Gasometer behandelt zusätzlich die Geschichte Pforzheims in einem internen Museum.";"The Gasometer Pforzheim is a unique exhibition location with the world's largest 360° panorama ""Great Barrier Reef."" The panorama is built in a former gas tank of the city of Pforzheim. The Gasometer also deals with the history of Pforzheim in an internal museum.";هو موقع فريد من نوعه مع أكبر بانوراما 360 درجة في العالم تم بناء البانوراما في خزان غاز سابق لمدينة فورتسهايم. بالإضافة إلى ذلك يوضح تاريخ فورتسهايم في متحف داخلي;;gasometer.png
Innenstadt;Freizeit;Stadtgarten;75173;Pforzheim;Stadtgarten;Stadtgarten, 75173 Pforzheim;;;;Der Stadtgarten Pforzheim liegt inmitten der Stadt, direkt an der Nagold. Er umfasst das Reuchlinhaus und das Schmuckmuseum. Ein Spielplatz und eine Wasserfontäne sind auch vorhanden. Im Sommer finden hier oft Events für Kinder und Jugendliche statt.;The Stadtgarten Pforzheim is located in the middle of the city, directly on the Nagold. It includes the Reuchlinhaus and the Schmuckmuseum. A playground and a water fountain are also available. In summer there are often events for children and teenagers.;تقع الحديقة في وسط المدينة ، وتشمل متحف المجوهرات. كما يتوفرعلي ملعب ونافورة مائية. في الصيف ، غالباً ما توجد فعاليات للأطفال والشباب. ;;stadtgarten.png
Innenstadt;Freizeit;Stadtjugendring Pforzheim ;75175;Pforzheim;Oranierstraße;Oranierstraße 15, 75175 Pforzheim;15;;Hat ein regelmäßiges Programm ;Der Stadtjugendring ist ein anerkannter freier Träger der Jugendhilfe und Jugendbildung. Hier werden Freizeiten für Jugendliche und Hilfe für sozial benachteiligte Kinder angeboten.;The Stadtjugendring is a recognised, independent organisation for youth welfare and youth education. Here, camps for young people and help for socially disadvantaged children are offered.;هي مؤسسة مستقلة معترف بها لرعاية وتعليم الشباب. ستجد هنا أنشطة ترفيهية للشباب ومساعدة الأطفال المحرومين اجتماعيًا;;stadtjugendring.png
Innenstadt;Freizeit;Schmuckmuseum Pforzheim ;75172;Pforzheim;Jahnstraße;Jahnstraße 42, 75172 Pforzheim;42;4,50€ für eine Erwachsene Person.;Dienstag - Sonntag: 10:00 - 17:00 Uhr;Das Schmuckmuseum Pforzheim ist ein weltweit einzigartiges Museum zur Geschichte des Schmucks. Rund 2.000 Exponate zeigen Schmuckkunst aus fünf Jahrtausenden, von der Antike bis zur Gegenwart.;The Schmuckmuseum Pforzheim is a unique museum of the history of jewellery worldwide. Around 2,000 exhibits show jewellery art from five millennia, from antiquity to the present day.;متحف فريد من نوعه في جميع أنحاء العالم من تاريخ المجوهرات. يعرض حوالي 2000 عرض مجوهرات من خمسة آلاف سنة ، من العصور القديمة وحتى الوقت الحاضر;;schmuckmuseum.png
Innenstadt;Freizeit;Nagoldfreibad;75175;Pforzheim;Hirsauer Straße;Hirsauer Str. 246a, 75175 Pforzheim;246a;Erwachsener 3.50€;"Täglich von 9:00 - 20:00 Uhr,
";Das Nagoldbad ist ein kleines Freibad in Dill-Weissenstein, direkt an der Nagold gelegen. Das Bad umfasst ein großes Schwimmerbecken und eine Wasserrutsche. Zusätzlich gibt es ein Babybecken und einen Kiosk.;The Nagoldbad is a small outdoor swimming pool in Dill-Weissenstein, located directly on the Nagold. The bath has a large swimming pool and a water slide. There is also a baby pool and a kiosk.;هو حوض سباحة صغير في الهواء الطلق. يشتمل على حمام سباحة كبير وزلاجة مائية. بالإضافة إلى ذلك ، يوجد حمام سباحة للأطفال وكشك.;;nagoldfreibad.png
Umgebung;Freizeit;Schwimmbad Huchenfeld;75181;Pforzheim;Am Heerweg;Am Heerweg 89, 75181 Pforzheim;89;Erwachsener 3.50€;"Montag: 15:00 - 19:00 Uhr
Dienstag, Freitag: 15:00 - 21:00 Uhr Donnerstag: 15:00 - 20:00 Uhr
Samstag, Sonntag: 8:00 - 13:00 Uhr;
";Das Huchenfelder Schwimmbad ist ein guter Ort zum Entspannen. Hier finden oft Schwimmkurse für Kinder statt. Das Bad besitzt lediglich ein Becken. In den kommenden Jahren soll es renoviert und familienfreundlich umgebaut werden.;The Huchenfelder swimming pool is a good place to relax. Swimming courses for children often take place here. In the coming years it will be renovated and rebuilt in a family-friendly way.;;;
Innenstadt;Freizeit;Wartbergbad Pforzheim;75177;Pforzheim;Zum Höhenfreibad;Zum Höhenfreibad 11, 75177 Pforzheim;11;Erwachsener 3.50€;Täglich von 9:00 - 20:00 Uhr ;Das Wartbergbad Pforzheim ist das größte Freibad in Pforzheim. Im Freibad gibt es mehrere Schwimmbecken, eine Wasserrutsche sowie Sprungtürme und einen Kiosk.;The Wartbergbad Pforzheim is the largest outdoor swimming pool in Pforzheim. The outdoor pool contains several swimming pools, a water slide, diving platforms and a kiosk.;هو أكبر حمام سباحة في الهواء الطلق في فورتسهايم. يحتوي المسبح على العديد من أحواض السباحة وزلاجة مائية وأبراج القفز وكشك;;wartbergbad.png
Innenstadt;Freizeit;Wallberg;75179;Pforzheim;Wallberg;Wallberg, 75179 Pforzheim;;;;Der Wallberg ist eine Gedenkstätte an den zweiten Weltkrieg. Der Berg besteht aus den Trümmern der zerstörten Stadt Pforzheim. Von hier aus erhält man einen weiten Blick über ganz Pforzheim.;The Wallberg is a memorial to the Second World War. The mountain consists of the ruins of the destroyed city of Pforzheim. From here one gets a wide view over the whole of Pforzheim.;هو نصب تذكاري للحرب العالمية الثانية. يتكون الجبل من أنقاض مدينة فورتسهايم المدمرة. من هنا يمكنك الحصول على رؤية واسعة للمدينة.;;wallberg.png
Innenstadt;Freizeit;Duck Park;75172;Pforzheim;Bäznerstraße;Bäznerstraße 9, 75172 Pforzheim;9;;;Der Duckpark Pforzheim umfasst einen kleinen Teich und einen Bolzplatz. Hier kann man sich entspannen oder Sport treiben. Ebenso eignen sich die großen Rasenflächen perfekt zum picknicken oder um das Wetter im Sommer zu genießen. ;The Duckpark Pforzheim includes a small pond and a football field. Here you can relax and do sports. The large lawns offer the perfect location to picnic or enjoy the weather in summer.;;;duckpark.png
Innenstadt;Haushalt / Möbel;Floh-Laden;75172;Pforzheim;Maximillianstraße;Maximillianstr. 98, 75172 Pforzheim;98;;"Samstags: 9:00 - 13:00 Uhr
Dienstags: 10:00 - 18:00 Uhr
Donnerstags: 10:00 - 18:00 Uhr";Der Flohladen führt Hausentrümpelungen durch und verkauft die dabei erworbenen Gegenstände weiter. Er bietet eine große Auswahl an Waren aller Art. Darunter zum Beispiel gebrauchte Möbel, Werkzeug und Dekoration. ;The Flohladen carries out house trashings and sells the items acquired in the process. It offers a large selection of goods of all kinds. These include, for example, used furniture, tools and decoration.;;;flohladen.png
Innenstadt;Kleidung;SecondPlus Pforzheim;75181;Pforzheim;Sägewerkstraße;Sägewerkstraße 4E, 75181 Pforzheim;4E;;"Montag - Freitag:  9:00 - 20:00 Uhr
Samstag: 9:00 - 17:00 Uhr";Der SecondPlus Shop bietet eine große Auswahl an Second-Hand Bekleidung und Accessoires für alle Anlässe und Jahreszeiten. Außerdem findet man hier vermehrt Haushaltsutensilien und weitere nützliche Ausrüstungsgegenstände.;The SecondPlus Shop offers a large selection of second-hand clothing and accessories for all occasions and seasons. In addition, one finds household utensils and other useful equipment here.;;;
Innenstadt;Kleidung ;Secondhand Boutique ;75173;Pforzheim;Dillsteiner Straße;Pforzheim-Oststadt;3;;"Montag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr";Die Secondhand Boutique Fashion verfügt über eine breites Sortiment an Trendmode sowie Accessoires. Hier finden sie Klamotten für die ganze Familie und für alle Anlässe zu günstigen Preisen;The Secondhand Boutique Fashion has a wide range of trend fashion and accessories. Here you will find clothes for the whole family and for all occasions at reasonable prices.;;;
Innenstadt;Baby & Kind;Elfen-Land Brötzingen;75721;Pforzheim;Mühlstraße;Mühlstraße 4, 75172 Pforzheim;4;;"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr";Das Elfen Land ist ein Second-Hand Geschäft, welches sich auf Produkte für Kinder spezialisiert hat. Hier finden Sie alles von Spielzeug über Kinderwägen bis hin zu Klamotten.;The Elfen Land is a second-hand shop specialising in products for children. Here you will find everything from toys and prams to clothes.;;;elfenland.png
Innenstadt;Haushalt;Brücke-Lädle;75177;Pforzheim;Hohenstaufenstraße;Hohenstaufenstraße 38, 75177 Pforzheim;38;;"Montag, Dienstag: 16:00 - 18:00 Uhr Mittwoch - Freitag: 11:00 - 13:00 Uhr
In den Ferien geschlossen";Das Brücke-Lädle ist ein Gebrauchtwarenladen für Bedürftige. Im Laden werden sehr gut erhaltene Sachspenden entgegengenommen, wie z.B. Bekleidung, elektrische Geräte oder Bücher.;The Brücke-Lädle is a second-hand shop for needy people. The shop accepts donations in very good condition, such as clothing, electrical appliances and books.;;;brückelädle.png
Innenstadt;Baby & Kind;Brummbär Kinder Second-Hand ;75177;Pforzheim;Ebersteinstraße;Ebersteinstraße 7, 75177 Pforzheim;7;;"Montag - Donnerstag: 9:00 - 17:00 Uhr
Freitag: 9:00 - 18:00 Uhr";Das Brrrummbär Kinder Second-Hand ist ein Second-Hand Geschäft, welches  Produkte für Kinder verkauft. Darunter befinden sich Dinge wie Kinderwägen, Spielzeug und Kinderkleidung.;The Brrrummbär Kinder Second-Hand is a Second-Hand shop which sells products for children. These include things such as prams, toys and children's clothing.;;;brummbär.png
Innenstadt;Freizeit;Waldklettergarten Pforzheim;75177;Pforzheim;Tiefenbronner Straße;100, Tiefenbronner Str., 75175 Pforzheim;100;;"März/April/Oktober: 13:00 – 18:00 Uhr
Mai bis September: 10:00 – 18:00 Uhr";Im Waldklettergarten im Wildpark kann man für einen geringen Eintrittspreis auf verschiedenen Parcours klettern. Es ist ein Spaß für die ganze Familie. Action und Abenteuer sind hierbei garantiert.;In the Waldklettergarten in the Wildpark you can climb on different courses for a small entrance fee. It's fun for the whole family. Action and adventure are guaranteed.;;;waldklettergarten.png
Innenstadt;Kleidung; Muck Kinder-Second-Hand;75175;Pforzheim;Birkenweg;Birkenweg 36a, 75175 Pforzheim;36a;;"Montag, Donnerstag: 09:00 - 12:00 Uhr,
Dienstag: 09:00 - 12:00 Uhr;
Freitag: 09:00 - 12:00 und 15:00 - 17:30 Uhr";Der kleine Muck Kinder Second-Hand ist ein Geschäft, welches sich auf Produkte für Kinder und Babys spezialisiert hat. Hier finden Sie alles was das Kinderherz begehrt.;The small Muck Kinder Second-Hand is a shop specialising in products for children and babies. Here you will find everything a child's heart desires.;;;
Innenstadt;Diverses;Atlas An und Verkauf;75175;Pforzheim;Östliche Karl-Friedrich-Straße;Östliche Karl-Friedrich-str. 43, 75175 Pforzheim;43;;Montag - Freitag: 09:30 - 18:00 Uhr;Bei Atlas An und Verkauf kann man Produkte wie Kleidung, Möbel oder Bücher ver- und ankaufen. Dieses Unternehmen führt Hausentrümpelungen durch. Die dabei erhaltenen Gegenstände werden anschließend im Laden verkauft. ;At Atlas An und Verkauf you can buy and sell products like clothes, furniture or books. This company does house trashing. The items received are then sold in the shop.;;;atlasanuverkauf.png
Innenstadt;Kleidung;Coco Fine Second Hand ;75177;Pforzheim;Bertholdstraße;"Bertholdstr. 14   
75177 Pforzheim";14;;"Donnerstag: 12:00 - 20:00 Uhr
Freitag: 12:00 - 19:00 Uhr
Samstag: 11:00 - 16:00 Uhr";Bei Coco Fine Second-Hand Stuff gibt es neue und gebrauchte, preiswerte Kleidung für Jung und Alt. In diesem Laden finden Sie passende Kleidung für alle Jahreszeiten und Anlässe für sich und Ihre Familie.;Coco Fine Second-Hand Stuff offers new and used, inexpensive clothing for young and old. In this shop you will find suitable clothing for all seasons and occasions for yourself and your family.;;;cocosecondhand.png
Innenstadt;Kind & Baby;Kinder Second-Hand;75177;Pforzheim;Oberer Wingertweg;Oberer Wingertweg 71, 75177 Pforzheim;71;;"Mittwoch: 9:00 - 12:00 Uhr
Freitag: 15:00 - 17:30 Uhr";Der in der Oststadt gelegene Ad Minima - Kinder Second-Hand ist ein Gebrauchtwarenhandel in Pforzheim für Kinderkleidung und Babyartikel. Außerdem ist der Ad Minima - Kinder Second-Hand eine Annahmestelle für gebrauchte Kinderutensilien.;The Ad Minima - Kinder Second-Hand in the eastern part of Pforzheim is a second-hand shop for children's clothing and baby articles. Furthermore the Ad Minima - Kinder Second-Hand is an acceptance point for used children's utensils.;;;
Innenstadt;Diverses;Gewa Edelmetallwaren;75175;Pforzheim;Eutinger Straße;"Eutinger Str. 9 A   
75175 Pforzheim ";9A;;;Bei Gewa Gebrauchtwarenladen kann man Gegenstände ver- und ankaufen. Dabei liegt der Fokus primär auf Möbeln, Skulpturen und Metallgegenständen;Gewa Gebrauchtwarenladen is a shop where you can buy and sell objects. The focus is primarily on furniture, sculptures and metal objects.;;;
Innenstadt;Kleidung;Cinderella Shop;75179;Pforzheim;Eisenbahnstraße;"Eisenbahnstr. 1
75179 Pforzheim";1;;"Montag - Freitag: 10:00 - 14:00 Uhr,
15:00 - 18:00 Uhr;
Samstag: 12:00 - 16:00 Uhr";Im Sortiment dieses Ladens finden Sie gebrauchte, aktuelle Marken- und Designerbekleidung für klein und groß. Hier finden Sie auch Accessoires wie Handtaschen und Schuhe.;In the assortment of this shop you will find used, current brand and designer clothing for small and large. There you will also find accessories such as handbags and shoes.;;;cinderellasecondhand.png
Innenstadt;Kleidung;DRK-Kleiderladen;75177;Pforzheim;Kronprinzenstraße;Kronprinzenstr. 22 75177 Pforzheim;22;;"Dienstag, Donnerstag: 10.00 - 12.00 Uhr, 14.00 - 16.00 Uhr;
Mittwoch: 10:00 - 12:00 Uhr.";Im DRK Kleidungsgeschäft kann man gegen eine kleine Spende günstige Kleidung an- und verkaufen. Zudem werden hier auch Erste-Hilfe Kurse angeboten.;In the DRK clothing shop you can buy and sell cheap clothing for a small donation. First aid courses are also offered there.;;;drkkleiderladen.png
Innenstadt;Freizeit;Römisches Museum Pforzheim;75175;Pforzheim;Altstädter Straße;Altstädter Str. 26, 75175 Pforzheim;26;Eintritt Frei;Dienstag - Sonntag: 10:00 - 17:00 Uhr;Das Archäologische Museum behandelt die römische Geschichte Pforzheims vor über 2000 Jahren. Die Überreste der Römer sind heute noch in Pforzheim zu finden. ;The Archaeological Museum Pforzheim deals with the Roman history of Pforzheim over 2000 years ago. The remains of the Romans can still be found in Pforzheim today.;;;archäomuseum.png
Umgebung;Freizeit;Maislabyrinth Eutingen;75181;Pforzheim;Auf der Höhe ;Auf der Höhe 67, 75181 Pforzheim;67;Erwachsener 2,50€;Samstag - Sonntag 11:00 - 19:00 Uhr;Hierbei handelt es sich um einen Irrgarten aus Maiskolben, bei dem es darum geht, die Mitte zu erreichen, ohne sich dabei im Labyrinth zu verirren. Der Irrgarten hat nur im Sommer, bei gutem Wetter geöffnet. Am Labyrinth finden auch häufig Volksfeste statt, bei denen ein Biergarten aufgebaut wird.;This is a corncob maze. The goal is to reach the center without getting lost in the maze. The maze is only open in summer, in good weather. The labyrinth also often hosts folk festivals where a beer garden is built up.;;;
Umgebung;Freizeit;Aussichtsturm Hohe Warte;75181;Pforzheim;;75181 Pforzheim;;;;Die Hohe Warte ist ein Aussichtsturm und bietet einen fantastischen Blick über ganz Pforzheim und das Umland. Der Turm wurde am 17.10.2002 eröffnet und ist seitdem das Markenzeichen der Stadt Hohenwart. Vom Turm aus hat man die Möglichkeit, an guten Tagen bis nach Karlsruhe zu blicken.;The Hohe Warte is an observation tower and offers a fantastic view over the whole of Pforzheim and the surrounding area. The tower was opened on 17th Oktober 2002. Since then it is the trademark of the town of Hohenwart. From the tower you have the opportunity to see Karlsruhe on good days.;;;
Umgebung;Freizeit;Freibad Niefern;75223;Niefern-Öschelbronn;Bohnenbergerstraße;Bohnenbergerstraße 1/1, 75223 Niefern-Öschelbronn;01. Jan;;Mo. - Fr. von 9.00 bis 20.00 Uhr nur in der Sommersaison Sa. + So. von 8.00 bis 20.00 Uhr;Das Bad umfasst ein großes Schwimmerbecken und ein Nichtschwimmerbecken für Kinder. Gegen einen günstigen Eintrittspreis lässt sich hier ein schöner Sommertag verbringen.;;;;
Umgebung;Freizeit;Hallenbad Niefern;75223;Niefern-Öschelbronn;Bischwiese;Bischwiese 4 75223 Niefern-Öschelbronn;4;;Dienstag  14:00–19:00 - Mitte September bis Mitte Mai Mittwoch 07:00–12:00, 14:00–20:00 Donnerstag 08:00–12:00, 14:00–19:00 Freitag, Samstag 14:00–19:00 Sonntag 09:00–15:00;Das Hallenbad Niefern bietet Wasserspaß für die ganze Familie. Dazu tragen eine Wasserrutsche und Sprungtürme bei. Auch ein Kiosk und ein Babybecken ist hier vorhanden.;;;;
Umgebung;Kleidung;Hauptsache-Schuhe ;75245;Neulingen;Fasanenstraße ;Fasanenstraße 18, Neulingen, 75245 Neulingen;18;;Montag - Sonntag 24h geöffnet;Hierbei handelt es sich um ein Geschäft für gebrauchte Schuhe. Für einen günstigen Einkaufspreis hat man hier die Möglichkeit, gebrauchte Schuhe für alle Anlässe und für jede Jahreszeit zu erwerben.;;;;
Umgebung;Kleidung;Castan Second Hand Shop;75417;Mühlacker;Mühlackerstraße;Mühlackerstraße 104, 75417 Mühlacker;104;;"Montag, Dienstag, Donnerstag, Freitag 09:30–16:00
";Der Gebrauchtwarenladen von Claudia Castan bietet qualitativ einwandfreie Kleidung für Jedermann. Hier findet jeder etwas Passendes zum Anziehen für nur wenig Geld.;;;;
Umgebung;Diverses;Battlecry Records;75417;Mühlacker;Götzentor;Götzentor 16, 75417 Mühlacker;16;;Montag - Sonntag 24h geöffnet;Hier finden sie billige, zum Teil seltene CD's und Schallplatten. Des Weiteren besitzt dieser Laden einen Onlineshop. Perfekt für Musikliebhaber.;;;;
Umgebung;Lebensmittel;Mühlacker Tafel e. V.;75417;Mühlacker;Industriestraße;Industriestraße 16, 75417 Mühlacker;16;;Montag - Donnerstag 09:00–20:00 Uhr;"Die Mühlacker Tafel e.V. setzt sich mit dem Tafelladen in der Industriestraße 16 in Mühlacker dafür ein, dass das tägliche Brot auf jeden Tisch kommt, in dem sie ""überschüssige“, aber qualitativ einwandfreie Lebensmittel einsammelt und diese an Bedürftige weitergibt.";;;;
